"Name","Ticker","Morningstar Category","US Category Group","Firm Name","Inception 
Date","Manager Name","Clean Share - Service Fee Arrangement","Annual Report 
Net Expense 
Ratio 
Year2017","Annual Report 
Net Expense 
Ratio 
Year2018","Annual Report 
Net Expense 
Ratio 
Year2019","Annual Report 
Net Expense 
Ratio","Net Assets 
Date","Net Assets 
- Share Class 
USD","Fund Size 
Date","Fund Size 
USD","Oldest 
Share Class","Management 
Fee","Prospectus 
Net Expense 
Ratio","Share Class Type","Index 
Fund","Alpha 
1 Yr (Mo-End) 
USD","Alpha 
3 Yr (Mo-End) 
USD","Alpha 
5 Yr (Mo-End) 
USD","Est Share Class 
Net Flow 
1 Yr (Mo-End) 
USD","Est Share Class 
Net Flow 
3 Yr (Mo-End) 
USD","Est Share Class 
Net Flow 
5 Yr (Mo-End) 
USD","Est Fund-Level 
Net Flow 
1 Yr (Mo-End) 
USD","Est Fund-Level 
Net Flow 
3 Yr (Mo-End) 
USD","Est Fund-Level 
Net Flow 
5 Yr (Mo-End) 
USD","Socially 
Conscious","Annual Report 
Expense Waiver 
Year2017","Annual Report 
Expense Waiver 
Year2018","Annual Report 
Expense Waiver 
Year2019","Annual Report 
Expense Waiver","Annual Report Expense Waiver Amount 
Year2017 
USD","Annual Report Expense Waiver Amount 
Year2018 
USD","Annual Report Expense Waiver Amount 
Year2019 
USD","Annual Report Expense Waiver Amount 
USD","Prospectus Expense Waiver","Prospectus Expense Waiver 
Expiration Date","Prospectus Expense Waiver Type","Management Fee 
1st Breakpoint","Management Fee 
2nd Breakpoint","Management Fee 
3rd Breakpoint","Management Fee 
4th Breakpoint","Management Fee 
5th Breakpoint","Management Fee 
6th Breakpoint","Management Fee 
7th Breakpoint","Management Fee 
8th Breakpoint","Management Fee 
9th Breakpoint","Management Fee 
Breakpoint Unit","Net Assets - share class (Monthly) 
2017-01 
USD","Net Assets - share class (Monthly) 
2017-02 
USD","Net Assets - share class (Monthly) 
2017-03 
USD","Net Assets - share class (Monthly) 
2017-04 
USD","Net Assets - share class (Monthly) 
2017-05 
USD","Net Assets - share class (Monthly) 
2017-06 
USD","Net Assets - share class (Monthly) 
2017-07 
USD","Net Assets - share class (Monthly) 
2017-08 
USD","Net Assets - share class (Monthly) 
2017-09 
USD","Net Assets - share class (Monthly) 
2017-10 
USD","Net Assets - share class (Monthly) 
2017-11 
USD","Net Assets - share class (Monthly) 
2017-12 
USD","Net Assets - share class (Monthly) 
2018-01 
USD","Net Assets - share class (Monthly) 
2018-02 
USD","Net Assets - share class (Monthly) 
2018-03 
USD","Net Assets - share class (Monthly) 
2018-04 
USD","Net Assets - share class (Monthly) 
2018-05 
USD","Net Assets - share class (Monthly) 
2018-06 
USD","Net Assets - share class (Monthly) 
2018-07 
USD","Net Assets - share class (Monthly) 
2018-08 
USD","Net Assets - share class (Monthly) 
2018-09 
USD","Net Assets - share class (Monthly) 
2018-10 
USD","Net Assets - share class (Monthly) 
2018-11 
USD","Net Assets - share class (Monthly) 
2018-12 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD"
"Wells Fargo Ultra Short-Term Income Inst","SADIX","US Fund Ultrashort Bond","Taxable Bond","Wells Fargo Funds","1999-08-31","Jay N. Mueller;Christopher Y. Kauffman;Michael J. Schueller;Noah M. Wise;","Semi-bundled","0.35","0.35","0.35","0.35","2020-06-11","768,143,592.00","2020-06-11","994,552,982.00","Yes","0.35","0.25","Inst","No","-2.35","-0.12","0.29","-14,069,677.21","-364,393,868.14","-394,637,025.96","-33,551,431.73","-477,941,273.28","-680,776,705.69","No","0.11","0.12","0.12","0.12","1,288,825","1,096,981","928,486","928,486","0.23","2021-12-31","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","1,193,184,351.00","1,218,052,635.00","1,057,144,032.00","1,039,476,441.00","1,069,563,937.00","1,064,285,647.00","1,031,634,941.00","1,062,253,989.00","1,035,171,562.00","1,048,737,857.00","1,045,448,130.00","1,102,617,228.00","952,616,193.00","897,414,698.00","843,490,489.00","802,966,421.00","737,994,081.00","736,742,784.00","758,215,544.00","741,287,021.00","735,529,602.00","766,247,584.00","771,196,789.00","808,723,120.00","811,920,197.00","812,430,302.00","783,946,371.00","752,512,458.00","751,360,923.00","760,455,935.00","830,669,951.00","831,580,308.00","835,927,496.00","856,052,593.00","872,848,407.00","888,442,405.00"
"Wells Fargo Ultra Short-Term Muni Inc A2","WFUNX","US Fund Muni National Short","Municipal Bond","Wells Fargo Funds","2020-06-01","Wendy Casetta;James Randazzo;Bruce R. Johns;","","","","","","2020-06-11","25,025.00","2020-06-11","1,888,679,013.00","No","0.33","0.50","A","No","","","","","","","-312,239,835.78","-3,932,803,340.61","-4,156,687,698.29","No","","","","","","","","","0.27","2021-10-31","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Wells Fargo Ultra Short-Term Muni Inc R6","WUSRX","US Fund Muni National Short","Municipal Bond","Wells Fargo Funds","2018-08-01","Wendy Casetta;James Randazzo;Bruce R. Johns;","Unbundled","","","0.32","0.32","2020-06-11","806,927,935.00","2020-06-11","1,888,679,013.00","No","0.33","0.20","Retirement","No","-0.39","-0.54","-0.39","-67,906,177.06","","","-312,239,835.78","-3,932,803,340.61","-4,156,687,698.29","No","","","0.07","0.07","","","390,312","390,312","0.19","2021-10-31","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","","","","","","","","","","","","","","","","","","","","24,988.00","24,950.00","24,936.00","797,717,190.00","955,653,153.00","896,780,164.00","893,967,535.00","897,165,240.00","833,928,338.00","767,520,118.00","770,996,813.00","753,199,747.00","723,289,178.00","689,649,769.00","644,611,070.00","673,248,193.00","683,755,625.00"
"Wells Fargo Ultra Shrt-Term Muni Inc A","SMAVX","US Fund Muni National Short","Municipal Bond","Wells Fargo Funds","2000-10-02","Wendy Casetta;James Randazzo;Bruce R. Johns;","Bundled","0.67","0.67","0.67","0.67","2020-06-11","373,676,412.00","2020-06-11","1,888,679,013.00","No","0.33","0.50","A","No","-0.73","-0.84","-0.69","-78,288,520.23","-619,497,249.53","-1,000,224,415.92","-312,239,835.78","-3,932,803,340.61","-4,156,687,698.29","No","0.07","0.08","0.07","0.07","755,608","656,663","411,759","411,759","0.27","2021-10-31","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","1,145,138,269.00","1,134,501,116.00","1,080,649,870.00","1,050,243,048.00","977,067,810.00","970,913,255.00","956,367,184.00","925,876,374.00","887,694,727.00","852,944,441.00","833,767,964.00","817,120,946.00","792,599,301.00","777,179,866.00","765,140,765.00","750,990,835.00","722,596,548.00","704,090,394.00","695,218,179.00","679,238,107.00","645,693,080.00","607,027,616.00","575,135,629.00","548,959,566.00","523,994,429.00","516,010,197.00","477,990,221.00","453,337,429.00","450,010,778.00","444,806,178.00","435,091,736.00","431,761,751.00","423,802,604.00","421,142,209.00","407,405,994.00","401,322,127.00"
"Wells Fargo Ultra Shrt-Term Muni Inc Adm","WUSMX","US Fund Muni National Short","Municipal Bond","Wells Fargo Funds","2010-07-30","Wendy Casetta;James Randazzo;Bruce R. Johns;","Semi-bundled","0.60","0.60","0.60","0.60","2020-06-11","18,373,513.00","2020-06-11","1,888,679,013.00","No","0.33","0.50","Other","No","-0.63","-0.76","-0.61","-9,176,330.19","-1,897,395,428.35","-325,309,596.59","-312,239,835.78","-3,932,803,340.61","-4,156,687,698.29","No","0.07","0.08","0.07","0.07","745,180","986,610","26,786","26,786","0.21","2021-10-31","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","1,463,971,955.00","1,474,541,084.00","1,655,337,505.00","1,846,094,994.00","1,907,749,729.00","1,945,927,879.00","1,974,420,377.00","1,992,089,418.00","2,016,393,551.00","2,057,019,419.00","2,093,324,869.00","2,145,555,873.00","1,333,328,740.00","212,642,340.00","72,801,016.00","57,827,208.00","55,887,011.00","53,752,147.00","44,828,104.00","43,112,208.00","41,875,346.00","41,500,532.00","39,582,917.00","38,012,976.00","32,669,560.00","30,526,822.00","30,206,759.00","26,951,373.00","27,240,561.00","25,633,281.00","24,634,947.00","23,544,904.00","21,605,275.00","20,662,283.00","20,155,462.00","18,942,069.00"
"Wells Fargo Ultra Shrt-Term Muni Inc C","WFUSX","US Fund Muni National Short","Municipal Bond","Wells Fargo Funds","2008-03-31","Wendy Casetta;James Randazzo;Bruce R. Johns;","Bundled","1.42","1.42","1.42","1.42","2020-06-11","2,931,830.00","2020-06-11","1,888,679,013.00","No","0.33","1.25","C","No","-1.49","-1.60","-1.44","-7,875,682.69","-21,001,105.18","-40,014,657.67","-312,239,835.78","-3,932,803,340.61","-4,156,687,698.29","No","0.07","0.08","0.07","0.07","18,673","16,121","11,175","11,175","0.27","2021-10-31","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","27,875,188.00","27,246,247.00","26,013,874.00","25,412,561.00","24,103,136.00","23,681,205.00","23,470,142.00","22,198,140.00","21,831,027.00","20,919,264.00","20,605,154.00","19,935,425.00","19,713,535.00","19,195,144.00","18,931,893.00","18,445,024.00","17,731,319.00","17,152,312.00","16,944,419.00","16,690,005.00","16,055,957.00","15,636,784.00","17,626,814.00","18,775,377.00","18,253,404.00","15,155,244.00","13,428,395.00","12,062,498.00","11,087,136.00","10,130,957.00","8,272,463.00","7,292,001.00","6,322,041.00","5,489,149.00","5,193,847.00","4,706,565.00"
"Wells Fargo Ultra Shrt-Term Muni IncInst","SMAIX","US Fund Muni National Short","Municipal Bond","Wells Fargo Funds","2000-07-31","Wendy Casetta;James Randazzo;Bruce R. Johns;","Semi-bundled","0.37","0.37","0.37","0.37","2020-06-11","686,744,298.00","2020-06-11","1,888,679,013.00","Yes","0.33","0.25","Inst","No","-0.38","-0.50","-0.36","-148,993,125.61","-2,083,931,346.63","-3,441,261,970.97","-312,239,835.78","-3,932,803,340.61","-4,156,687,698.29","No","0.07","0.08","0.07","0.07","2,174,450","1,965,363","1,072,048","1,072,048","0.19","2021-10-31","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","2,763,523,160.00","2,720,466,845.00","2,722,818,371.00","2,696,972,343.00","2,659,160,460.00","2,707,585,781.00","2,659,398,525.00","2,586,111,428.00","2,536,851,882.00","2,551,530,125.00","2,587,962,164.00","2,602,565,844.00","2,539,115,103.00","2,461,142,594.00","2,389,691,615.00","2,253,079,594.00","2,180,797,534.00","2,141,070,818.00","2,135,764,404.00","2,118,762,870.00","2,040,613,683.00","1,993,417,653.00","1,221,586,064.00","1,339,719,468.00","1,173,927,988.00","1,181,722,755.00","1,147,589,684.00","896,619,356.00","774,189,308.00","643,237,196.00","662,605,159.00","666,369,482.00","575,268,902.00","572,682,361.00","557,434,376.00","554,830,075.00"
"Wells Fargo US Core Bond","WUSBX","US Fund Intermediate Core Bond","Taxable Bond","Wells Fargo Funds","2017-08-04","Janet S. Rilling;Christopher Y. Kauffman;Michael J. Schueller;Noah M. Wise;Michal Stanczyk;Mark Clegg;","Unbundled","","0.00","0.00","0.00","2020-06-11","1,101,859.00","2020-06-11","1,101,859.00","Yes","0.00","0.00","Other","Yes","-0.42","","","-31,210.49","","","-31,210.49","","","No","","759.39","11.25","6.76","","43,308","56,796","71,386","11.25","2020-06-30","Contractual","","","","","","","","","","Monetary/Dollars","","","","","","","","10,042.00","9,986.00","9,989.00","9,974.00","9,869.00","9,743.00","9,636.00","9,668.00","9,574.00","9,612.00","9,590.00","9,571.00","1,009,428.00","1,001,082.00","991,228.00","994,861.00","1,010,433.00","1,017,742.00","1,014,858.00","1,032,727.00","1,029,849.00","1,045,844.00","1,056,156.00","1,057,106.00","1,081,737.00","1,073,605.00","1,073,919.00","1,071,502.00","1,054,258.00"
"Wells Fargo Util and Telecomms A","EVUAX","US Fund Utilities","Sector Equity","Wells Fargo Funds","1994-01-04","Kent Newcomb;Jack Spudich;","Bundled","1.14","1.14","1.14","1.09","2020-06-11","340,281,096.00","2020-06-11","412,271,495.00","Yes","0.65","1.14","A","No","3.65","5.18","5.92","-6,361,274.42","-40,882,048.50","-104,272,389.47","-1,435,016.78","-61,178,996.95","-146,014,816.59","No","0.04","0.04","0.05","0.09","136,982","122,337","151,617","304,915","0.05","2020-07-31","Contractual","500,000,000.00","1,000,000,000.00","2,000,000,000.00","4,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","Monetary/Dollars","302,839,437.00","314,093,455.00","308,266,371.00","312,414,656.00","323,096,723.00","312,328,043.00","317,457,042.00","323,011,702.00","315,292,131.00","322,122,864.00","329,482,190.00","309,526,014.00","300,812,708.00","283,959,255.00","287,096,601.00","291,223,961.00","282,545,796.00","287,827,043.00","291,071,212.00","296,396,785.00","295,765,468.00","291,794,314.00","305,714,940.00","286,371,708.00","299,702,112.00","327,318,536.00","338,047,791.00","341,930,636.00","340,981,559.00","354,168,701.00","353,652,424.00","362,869,124.00","372,020,311.00","371,822,945.00","365,795,886.00","368,200,206.00"
"Wells Fargo Util and Telecomms Adm","EVUDX","US Fund Utilities","Sector Equity","Wells Fargo Funds","2010-07-30","Kent Newcomb;Jack Spudich;","Semi-bundled","0.95","0.95","0.95","0.94","2020-06-11","2,806,029.00","2020-06-11","412,271,495.00","No","0.65","0.95","Other","No","3.76","5.35","6.10","-3,181,352.81","-3,147,260.13","-6,850,144.29","-1,435,016.78","-61,178,996.95","-146,014,816.59","No","0.04","0.04","0.05","0.15","2,899","1,849","2,370","5,454","0.16","2020-07-31","Contractual","500,000,000.00","1,000,000,000.00","2,000,000,000.00","4,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","Monetary/Dollars","4,899,605.00","4,987,378.00","5,159,825.00","4,720,875.00","4,875,420.00","4,850,072.00","4,933,436.00","5,169,611.00","4,548,668.00","4,560,759.00","4,774,753.00","4,543,265.00","4,251,988.00","4,441,582.00","4,712,709.00","4,703,276.00","4,535,285.00","4,665,782.00","4,378,676.00","4,514,862.00","4,479,626.00","4,387,768.00","4,689,235.00","4,609,979.00","4,855,937.00","5,026,436.00","5,221,852.00","5,497,707.00","5,775,005.00","6,107,504.00","2,250,651.00","2,335,842.00","2,405,177.00","2,362,851.00","2,415,283.00","2,363,900.00"
"Wells Fargo Util and Telecomms C","EVUCX","US Fund Utilities","Sector Equity","Wells Fargo Funds","1994-09-02","Kent Newcomb;Jack Spudich;","Bundled","1.89","1.89","1.89","1.86","2020-06-11","10,246,364.00","2020-06-11","412,271,495.00","No","0.65","1.89","C","No","2.84","4.40","5.16","-8,936,024.27","-46,610,417.78","-66,422,220.95","-1,435,016.78","-61,178,996.95","-146,014,816.59","No","0.04","0.04","0.05","0.07","23,789","18,818","18,865","10,432","0.05","2020-07-31","Contractual","500,000,000.00","1,000,000,000.00","2,000,000,000.00","4,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","Monetary/Dollars","50,476,472.00","51,797,473.00","51,227,468.00","51,717,281.00","50,839,535.00","48,961,364.00","49,539,582.00","49,676,774.00","47,959,977.00","48,500,326.00","49,388,594.00","45,903,254.00","44,107,703.00","41,303,643.00","41,773,888.00","41,983,864.00","40,239,787.00","40,075,844.00","40,412,955.00","40,655,646.00","40,403,263.00","39,055,515.00","40,373,539.00","37,623,384.00","38,079,562.00","20,234,173.00","19,618,219.00","19,042,437.00","18,575,432.00","18,802,715.00","17,921,435.00","18,067,604.00","17,382,101.00","15,036,001.00","13,916,581.00","13,632,486.00"
"Wells Fargo Util and Telecomms Inst","EVUYX","US Fund Utilities","Sector Equity","Wells Fargo Funds","1994-02-28","Kent Newcomb;Jack Spudich;","Semi-bundled","0.75","0.78","0.78","0.75","2020-06-11","58,938,006.00","2020-06-11","412,271,495.00","No","0.65","0.78","Inst","No","3.96","5.53","6.27","17,043,634.72","29,460,729.45","37,077,222.43","-1,435,016.78","-61,178,996.95","-146,014,816.59","No","0.04","0.04","0.05","0.09","8,924","10,428","17,706","42,916","0.08","2020-07-31","Contractual","500,000,000.00","1,000,000,000.00","2,000,000,000.00","4,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","Monetary/Dollars","18,987,607.00","19,899,023.00","24,544,767.00","24,423,229.00","25,527,150.00","24,850,420.00","25,873,264.00","26,367,088.00","26,368,658.00","27,065,616.00","27,872,742.00","28,337,205.00","27,313,073.00","26,003,740.00","31,484,201.00","31,763,618.00","31,463,821.00","31,954,726.00","32,496,216.00","34,403,760.00","34,224,175.00","33,911,576.00","36,303,286.00","34,167,798.00","38,822,234.00","40,772,798.00","42,387,526.00","44,476,320.00","44,519,750.00","46,267,715.00","44,957,114.00","47,186,499.00","49,538,695.00","48,099,641.00","48,647,595.00","46,835,166.00"
"Wells Fargo WealthBuilder Cnsrv Allc A","WCAFX","US Fund Allocation--15% to 30% Equity","Allocation","Wells Fargo Funds","2017-02-10","Christian L. Chan;Kandarp R. Acharya;Travis L. Keshemberg;","Bundled","0.75","0.75","0.75","0.75","2020-06-11","21,541,960.00","2020-06-11","234,625,596.00","No","0.25","1.13","A","No","3.96","1.00","0.25","3,711,432.43","15,014,029.13","","-35,634,313.74","-222,371,316.88","-349,510,019.22","No","0.00","0.02","0.04","0.04","3","861","4,148","4,148","0.04","2020-09-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","","125,151.00","178,605.00","304,246.00","4,468,286.00","5,021,886.00","5,457,680.00","5,637,639.00","6,040,955.00","6,600,565.00","7,020,771.00","3,037,435.00","3,771,104.00","3,956,555.00","4,115,211.00","4,297,106.00","4,531,789.00","4,588,536.00","4,892,853.00","4,427,376.00","12,655,257.00","12,833,389.00","12,659,351.00","12,437,458.00","13,356,127.00","16,181,426.00","16,314,373.00","16,313,124.00","16,242,372.00","16,557,329.00","16,961,119.00","17,318,931.00","17,389,694.00","18,069,420.00","17,734,462.00","17,801,783.00"
"Wells Fargo WealthBuilder Cnsrv Allc C","WCCFX","US Fund Allocation--15% to 30% Equity","Allocation","Wells Fargo Funds","2004-09-30","Christian L. Chan;Kandarp R. Acharya;Travis L. Keshemberg;","Bundled","1.50","1.50","1.50","1.50","2020-06-11","212,378,270.00","2020-06-11","234,625,596.00","Yes","0.25","1.88","C","No","3.17","0.21","-0.27","-39,416,107.79","-237,984,596.28","-369,587,643.43","-35,634,313.74","-222,371,316.88","-349,510,019.22","No","0.00","0.02","0.04","0.04","15,679","62,679","96,213","96,213","0.04","2020-09-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","471,262,888.00","465,728,204.00","450,413,274.00","440,590,100.00","425,633,177.00","414,886,376.00","399,662,508.00","388,279,327.00","379,385,185.00","370,906,735.00","364,334,625.00","357,136,356.00","352,220,201.00","342,689,305.00","334,419,541.00","324,388,614.00","319,859,701.00","308,432,462.00","303,531,336.00","299,649,621.00","282,072,831.00","264,646,415.00","262,006,630.00","249,083,893.00","252,662,997.00","248,258,406.00","246,229,068.00","243,164,017.00","237,354,097.00","238,920,296.00","233,278,079.00","233,100,917.00","230,620,682.00","226,912,058.00","224,550,485.00","220,045,628.00"
"Wells Fargo WealthBuilder Cnsrv Allc Ins","WCYFX","US Fund Allocation--15% to 30% Equity","Allocation","Wells Fargo Funds","2018-07-31","Christian L. Chan;Kandarp R. Acharya;Travis L. Keshemberg;","Semi-bundled","","","0.42","0.42","2020-06-11","705,366.00","2020-06-11","234,625,596.00","No","0.25","0.80","Inst","No","4.30","0.91","0.16","70,361.62","","","-35,634,313.74","-222,371,316.88","-349,510,019.22","No","","","0.04","0.04","","","107","107","0.04","2020-09-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","","","","","","","","","","","","","","","","","","","","25,075.00","65,641.00","122,514.00","135,219.00","686,747.00","662,551.00","688,201.00","466,929.00","486,234.00","590,742.00","516,145.00","557,855.00","562,480.00","604,165.00","680,954.00","834,827.00","757,219.00"
"Wells Fargo WealthBuilder Equity A","WEAFX","US Fund Allocation--85%+ Equity","Allocation","Wells Fargo Funds","2017-02-10","Christian L. Chan;Kandarp R. Acharya;Travis L. Keshemberg;","Bundled","0.75","0.75","0.75","0.75","2020-06-11","44,565,401.00","2020-06-11","367,986,747.00","No","0.25","1.09","A","No","6.97","1.54","0.09","-3,573,893.85","39,906,437.20","","-77,271,151.36","-245,062,371.82","-353,366,722.11","No","0.00","0.00","0.01","0.01","10","107","3,247","3,247","0.01","2020-09-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","","44,852.00","291,843.00","1,561,522.00","1,668,605.00","1,763,839.00","1,915,127.00","2,276,308.00","2,763,789.00","3,170,728.00","3,162,890.00","3,374,209.00","3,557,565.00","3,447,373.00","3,964,313.00","3,924,844.00","4,001,454.00","4,059,708.00","4,203,363.00","4,375,667.00","37,701,663.00","37,646,932.00","39,688,865.00","36,481,451.00","39,179,688.00","44,478,387.00","45,313,530.00","46,125,866.00","42,602,680.00","45,031,781.00","45,012,990.00","44,162,342.00","44,783,012.00","45,760,798.00","46,159,740.00","46,700,055.00"
"Wells Fargo WealthBuilder Equity C","WEACX","US Fund Allocation--85%+ Equity","Allocation","Wells Fargo Funds","1997-10-01","Christian L. Chan;Kandarp R. Acharya;Travis L. Keshemberg;","Bundled","1.50","1.50","1.50","1.50","2020-06-11","321,203,026.00","2020-06-11","367,986,747.00","Yes","0.25","1.84","C","No","6.22","0.78","-0.42","-74,560,233.90","-287,056,566.79","-396,994,126.54","-77,271,151.36","-245,062,371.82","-353,366,722.11","No","0.00","0.00","0.01","0.01","19,453","18,771","45,400","45,400","0.01","2020-09-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","537,809,804.00","539,052,840.00","533,487,400.00","532,508,051.00","532,833,152.00","531,631,036.00","530,931,516.00","521,116,662.00","530,100,546.00","530,940,260.00","535,852,377.00","530,248,956.00","548,730,988.00","514,463,885.00","497,593,311.00","491,398,598.00","491,770,090.00","484,925,833.00","491,498,501.00","491,420,001.00","450,927,430.00","405,169,278.00","409,649,023.00","362,499,219.00","383,034,118.00","384,670,753.00","379,558,172.00","383,464,453.00","355,921,454.00","373,156,919.00","369,011,201.00","355,955,910.00","357,379,124.00","347,968,396.00","353,012,157.00","358,040,801.00"
"Wells Fargo WealthBuilder Equity Instl","WEAYX","US Fund Allocation--85%+ Equity","Allocation","Wells Fargo Funds","2018-07-31","Christian L. Chan;Kandarp R. Acharya;Travis L. Keshemberg;","Semi-bundled","","","0.42","0.42","2020-06-11","2,218,320.00","2020-06-11","367,986,747.00","No","0.25","0.76","Inst","No","7.29","1.45","-0.01","862,976.39","","","-77,271,151.36","-245,062,371.82","-353,366,722.11","No","","","0.01","0.01","","","73","73","0.01","2020-09-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","","","","","","","","","","","","","","","","","","","","25,416.00","705,643.00","695,679.00","947,032.00","691,519.00","723,604.00","1,172,333.00","1,134,009.00","1,168,385.00","1,171,537.00","1,244,172.00","1,475,791.00","1,508,906.00","1,578,849.00","1,778,484.00","1,843,254.00","1,923,757.00"
"Wells Fargo WealthBuilder Gr Allc A","WGAFX","US Fund Allocation--70% to 85% Equity","Allocation","Wells Fargo Funds","2017-02-10","Christian L. Chan;Kandarp R. Acharya;Travis L. Keshemberg;","Bundled","0.75","0.75","0.75","0.75","2020-06-11","24,926,798.00","2020-06-11","266,710,984.00","No","0.25","1.11","A","No","5.06","1.19","-0.06","-962,044.73","22,756,737.07","","-46,270,027.89","-194,333,618.01","-273,343,804.94","No","0.01","0.01","0.02","0.02","4","145","3,700","3,700","0.02","2020-09-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","","40,710.00","93,140.00","304,659.00","357,178.00","532,864.00","738,876.00","809,550.00","938,811.00","1,074,462.00","1,263,173.00","1,459,593.00","1,525,401.00","1,524,752.00","1,623,532.00","1,852,837.00","2,000,754.00","2,201,686.00","2,351,349.00","2,448,794.00","17,929,380.00","18,750,999.00","19,877,029.00","18,550,853.00","19,772,319.00","23,587,291.00","24,333,131.00","24,600,136.00","23,448,076.00","24,533,288.00","24,718,498.00","23,827,106.00","24,245,190.00","24,294,288.00","24,704,524.00","25,053,186.00"
"Wells Fargo WealthBuilder Gr Allc C","WGCFX","US Fund Allocation--70% to 85% Equity","Allocation","Wells Fargo Funds","2004-09-30","Christian L. Chan;Kandarp R. Acharya;Travis L. Keshemberg;","Bundled","1.50","1.50","1.50","1.50","2020-06-11","240,773,540.00","2020-06-11","266,710,984.00","Yes","0.25","1.86","C","No","4.46","0.48","-0.51","-45,397,760.85","-217,951,116.06","-297,312,115.57","-46,270,027.89","-194,333,618.01","-273,343,804.94","No","0.01","0.01","0.02","0.02","36,430","46,933","72,257","72,257","0.02","2020-09-30","Contractual","1,000,000,000.00","5,000,000,000.00","10,000,000,000.00","","","","","","","Monetary/Dollars","413,810,277.00","414,359,874.00","406,542,337.00","405,764,098.00","403,235,654.00","400,567,078.00","403,223,597.00","397,524,694.00","400,968,449.00","400,714,854.00","402,289,200.00","396,783,083.00","407,853,375.00","380,335,581.00","368,198,271.00","362,241,049.00","354,532,868.00","348,094,401.00","350,099,931.00","348,048,947.00","327,625,512.00","298,282,799.00","297,051,562.00","267,724,135.00","281,249,122.00","280,194,803.00","277,522,621.00","278,743,680.00","261,801,864.00","270,341,985.00","268,919,065.00","261,132,972.00","260,271,406.00","259,556,526.00","261,976,785.00","263,121,077.00"
